epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,6794.99,1.02411,0.52428,0.97946,0.79466,0.80441,0.80179,0.3972,1.68109,0.73117,1.32282,0.000225736,0.000225736,0.000225736
62,6897.14,1.00334,0.52585,0.96256,0.88941,0.81742,0.8411,0.40276,1.73724,0.71854,1.34664,0.000220232,0.000220232,0.000220232
63,6999.4,1.014,0.51455,0.96605,0.88393,0.78871,0.81405,0.40781,1.69511,0.72638,1.32367,0.000214727,0.000214727,0.000214727
64,7102.24,0.99247,0.51565,0.97562,0.82697,0.83668,0.84687,0.41858,1.69532,0.71291,1.32535,0.000209223,0.000209223,0.000209223
65,7208.23,1.00064,0.51633,0.96398,0.78976,0.83385,0.82697,0.42091,1.68773,0.72973,1.29529,0.000203718,0.000203718,0.000203718
66,7311.32,0.96213,0.50065,0.95137,0.88752,0.82284,0.8615,0.42754,1.71294,0.72128,1.32501,0.000198214,0.000198214,0.000198214
67,7412.55,0.96509,0.50321,0.95085,0.82416,0.8226,0.84418,0.42065,1.68384,0.71491,1.32623,0.00019271,0.00019271,0.00019271
68,7513.47,0.96602,0.50384,0.94871,0.87024,0.79852,0.84077,0.4135,1.72035,0.69425,1.35199,0.000187205,0.000187205,0.000187205
69,7615.11,0.9673,0.49262,0.95219,0.86027,0.8111,0.84492,0.40768,1.7416,0.71279,1.36892,0.000181701,0.000181701,0.000181701
70,7718.59,0.96581,0.48858,0.95853,0.82243,0.82739,0.83748,0.40782,1.71133,0.72322,1.35388,0.000176196,0.000176196,0.000176196
71,7818.91,0.93147,0.49251,0.93524,0.86122,0.81577,0.83881,0.42438,1.67804,0.67985,1.32374,0.000170692,0.000170692,0.000170692
72,7918.02,0.92635,0.48539,0.93932,0.90391,0.7974,0.85135,0.43097,1.70232,0.714,1.35026,0.000165188,0.000165188,0.000165188
73,8019.12,0.94681,0.48619,0.94235,0.85423,0.83499,0.85119,0.42259,1.75051,0.71321,1.37953,0.000159683,0.000159683,0.000159683
74,8120.72,0.93602,0.48466,0.93422,0.88828,0.84885,0.87942,0.4295,1.70984,0.67533,1.34976,0.000154179,0.000154179,0.000154179
75,8222.98,0.9128,0.47753,0.93869,0.83318,0.84087,0.83172,0.42695,1.69105,0.71569,1.33578,0.000148674,0.000148674,0.000148674
76,8324.53,0.91744,0.4917,0.94228,0.87395,0.84124,0.84642,0.43417,1.73018,0.71421,1.35806,0.00014317,0.00014317,0.00014317
77,8425.57,0.88704,0.46538,0.92969,0.85596,0.82334,0.84571,0.41428,1.71065,0.71487,1.34516,0.000137666,0.000137666,0.000137666
78,8525.97,0.89255,0.46876,0.92531,0.84759,0.84125,0.86323,0.41406,1.75064,0.70965,1.37647,0.000132161,0.000132161,0.000132161
79,8626.16,0.8681,0.45636,0.92381,0.91599,0.78058,0.84883,0.42009,1.72326,0.7057,1.36553,0.000126657,0.000126657,0.000126657
80,8726.84,0.87595,0.46071,0.92988,0.85753,0.84748,0.85406,0.41298,1.71915,0.70849,1.37295,0.000121152,0.000121152,0.000121152
81,8828.44,0.89267,0.46355,0.93306,0.83465,0.83381,0.85497,0.41611,1.71767,0.70196,1.35552,0.000115648,0.000115648,0.000115648
82,8931.11,0.8441,0.45411,0.91545,0.88219,0.8221,0.85073,0.42261,1.69942,0.70832,1.33949,0.000110144,0.000110144,0.000110144
83,9033.73,0.86056,0.44547,0.91834,0.85055,0.84225,0.85406,0.4291,1.68355,0.69862,1.3405,0.000104639,0.000104639,0.000104639
84,9135.76,0.86086,0.44885,0.9152,0.89464,0.82351,0.85796,0.42654,1.69932,0.7034,1.35381,9.91348e-05,9.91348e-05,9.91348e-05
85,9241.17,0.84797,0.44888,0.90833,0.88576,0.81954,0.84893,0.41561,1.69976,0.71438,1.35016,9.36304e-05,9.36304e-05,9.36304e-05
86,9346.74,0.84468,0.44378,0.90625,0.88094,0.82336,0.82652,0.40736,1.69087,0.71722,1.35737,8.8126e-05,8.8126e-05,8.8126e-05
87,9449.92,0.84939,0.44122,0.91689,0.88895,0.82508,0.84734,0.42171,1.67154,0.68787,1.34486,8.26216e-05,8.26216e-05,8.26216e-05
88,9551.6,0.79438,0.42211,0.90912,0.90595,0.84839,0.86183,0.43042,1.67702,0.6964,1.34076,7.71172e-05,7.71172e-05,7.71172e-05
89,9653.06,0.81871,0.42882,0.90662,0.9185,0.85124,0.87071,0.44181,1.68019,0.69115,1.33976,7.16128e-05,7.16128e-05,7.16128e-05
90,9755.14,0.81877,0.43877,0.89623,0.88866,0.83374,0.84759,0.42499,1.69494,0.70463,1.35611,6.61084e-05,6.61084e-05,6.61084e-05
91,9869.49,0.86051,0.4431,0.94031,0.84871,0.834,0.82914,0.42138,1.72103,0.71765,1.38742,6.0604e-05,6.0604e-05,6.0604e-05
92,9976.94,0.78375,0.41068,0.92574,0.93643,0.81671,0.85086,0.42564,1.71404,0.69955,1.38552,5.50996e-05,5.50996e-05,5.50996e-05
93,10082.8,0.78463,0.39906,0.91655,0.90452,0.84923,0.86158,0.42268,1.71416,0.71348,1.37764,4.95952e-05,4.95952e-05,4.95952e-05
94,10187.8,0.7512,0.39077,0.90002,0.90824,0.85909,0.86516,0.41785,1.72071,0.70976,1.3767,4.40908e-05,4.40908e-05,4.40908e-05
95,10289.6,0.74445,0.38858,0.90711,0.92155,0.83148,0.86289,0.42556,1.72332,0.70939,1.37405,3.85864e-05,3.85864e-05,3.85864e-05
96,10391.5,0.74765,0.3895,0.90279,0.9165,0.83181,0.85991,0.41697,1.70866,0.70279,1.3675,3.3082e-05,3.3082e-05,3.3082e-05
97,10493.1,0.75177,0.39205,0.91685,0.91841,0.82696,0.86525,0.42231,1.70791,0.69809,1.36223,2.75776e-05,2.75776e-05,2.75776e-05
98,10598.8,0.74023,0.38338,0.90639,0.91088,0.85291,0.86886,0.42173,1.71871,0.69667,1.37269,2.20732e-05,2.20732e-05,2.20732e-05
99,10700,0.72777,0.38081,0.89508,0.91965,0.83811,0.86529,0.42375,1.7151,0.7002,1.3722,1.65688e-05,1.65688e-05,1.65688e-05
100,10801.3,0.72419,0.37924,0.88969,0.91878,0.84058,0.86449,0.42174,1.71086,0.70503,1.36658,1.10644e-05,1.10644e-05,1.10644e-05
